,years,Means 0,Means 1
138,2015,0.040198683738708496,3.1189160346984863
139,2015,-0.0908714234828949,3.15309739112854
140,2015,0.12653982639312744,3.2545723915100098
141,2015,0.12653982639312744,3.2545723915100098
142,2011,1.6667187213897705,0.39077669382095337
143,2015,0.12653982639312744,3.2545723915100098
144,2015,-0.06426340341567993,3.1236934661865234
145,2015,0.12653982639312744,3.2545723915100098
146,2015,0.040198683738708496,3.1189160346984863
147,2015,0.12653982639312744,3.2545723915100098
148,2015,-0.055557191371917725,3.102018356323242
149,2015,0.12653982639312744,3.2545723915100098
150,2015,-0.06426340341567993,3.1236934661865234
151,2015,-0.06447094678878784,3.050849199295044
152,2015,0.0006240010261535645,3.191145420074463
153,2013,0.7511788010597229,1.5408390760421753
154,2015,0.12653982639312744,3.2545723915100098
155,2016,0.5924570560455322,1.307348608970642
156,2015,0.12653982639312744,3.2545723915100098
157,2015,0.12653982639312744,3.2545723915100098
158,2015,0.12653982639312744,3.2545723915100098
159,2015,0.12653982639312744,3.2545723915100098
160,2015,-0.16163215041160583,3.032414674758911
161,2015,-0.6280050873756409,3.941370725631714
162,2015,-0.6280050873756409,3.941370725631714
163,2015,-0.6280050873756409,3.941370725631714
164,2015,0.12653982639312744,3.2545723915100098
165,2015,0.12653982639312744,3.2545723915100098
166,2015,0.12653982639312744,3.2545723915100098
167,2011,1.887575626373291,0.5763405561447144
168,2015,0.12653982639312744,3.2545723915100098
169,2015,0.12653982639312744,3.2545723915100098
170,2015,0.12653982639312744,3.2545723915100098
171,2015,0.12653982639312744,3.2545723915100098
172,2015,0.12653982639312744,3.2545723915100098
173,2015,0.12653982639312744,3.2545723915100098
174,2015,-0.026733100414276123,3.1279830932617188
175,2015,-0.026733100414276123,3.1279830932617188
176,2015,-0.009136378765106201,2.905250072479248
177,2015,-0.009136378765106201,2.905250072479248
178,2015,-0.6280050873756409,3.941370725631714
179,2015,-0.6280050873756409,3.941370725631714
180,2015,-0.06447094678878784,3.050849199295044
181,2015,-0.06447094678878784,3.050849199295044
182,2015,-0.03992241621017456,3.115443706512451
183,2015,-0.03992241621017456,3.115443706512451
184,2015,-0.6280050873756409,3.941370725631714
185,2015,-0.6280050873756409,3.941370725631714
186,2011,1.6667187213897705,0.39077669382095337
187,2012,1.758596658706665,1.2726260423660278
188,2015,-0.06447094678878784,3.050849199295044
189,2015,-0.6280050873756409,3.941370725631714
190,2015,-0.6280050873756409,3.941370725631714
191,2015,-0.7466829419136047,3.8119819164276123
192,2015,-0.03992241621017456,3.115443706512451
193,2015,-0.15304240584373474,2.8304660320281982
194,2015,-0.8559296727180481,3.999866008758545
195,2015,0.0006240010261535645,3.191145420074463
196,2015,-0.6280050873756409,3.941370725631714
197,2011,1.7929556369781494,1.3797687292099
198,2015,-0.05191773176193237,2.2890210151672363
199,2015,-0.19038626551628113,2.987422466278076
200,2015,0.0006240010261535645,3.191145420074463
201,2015,0.2447195053100586,2.9594461917877197
202,2015,0.12653982639312744,3.2545723915100098
203,2015,0.12653982639312744,3.2545723915100098
204,2015,0.12653982639312744,3.2545723915100098
205,2015,-0.06447094678878784,3.050849199295044
206,2015,0.0006240010261535645,3.191145420074463
207,2015,0.12653982639312744,3.2545723915100098
208,2015,-0.23009821772575378,2.34152889251709
209,2015,-0.009136378765106201,2.905250072479248
210,2015,0.12653982639312744,3.2545723915100098
211,2015,-0.6280050873756409,3.941370725631714
212,2015,0.12653982639312744,3.2545723915100098
213,2015,0.12653982639312744,3.2545723915100098
214,2015,-0.009136378765106201,2.905250072479248
215,2016,-0.6280050873756409,3.941370725631714
216,2015,0.0006240010261535645,3.191145420074463
217,2015,-0.03877133131027222,2.8899424076080322
218,2015,0.12653982639312744,3.2545723915100098
219,2015,-0.06447094678878784,3.050849199295044
220,2015,0.0006240010261535645,3.191145420074463
221,2015,0.12653982639312744,3.2545723915100098
222,2015,0.12653982639312744,3.2545723915100098
223,2015,0.12653982639312744,3.2545723915100098
224,2015,0.12653982639312744,3.2545723915100098
225,2015,0.12653982639312744,3.2545723915100098
226,2015,0.12653982639312744,3.2545723915100098
227,2015,-0.31095370650291443,2.8525989055633545
228,2015,-0.26900991797447205,3.0054259300231934
229,2015,-0.009136378765106201,2.905250072479248
230,2015,-0.6280050873756409,3.941370725631714
231,2015,0.12653982639312744,3.2545723915100098
232,2011,1.552018404006958,1.2246605157852173
233,2012,1.3803322315216064,2.0874149799346924
234,2015,0.12653982639312744,3.2545723915100098
235,2015,-0.026733100414276123,3.1279830932617188
236,2015,0.12653982639312744,3.2545723915100098
237,2015,0.12653982639312744,3.2545723915100098
238,2015,0.12653982639312744,3.2545723915100098
239,2015,-0.6280050873756409,3.941370725631714
240,2015,-0.8137820363044739,3.804730176925659
241,2015,-0.19988009333610535,2.803532838821411
242,2015,0.12653982639312744,3.2545723915100098
243,2015,-0.009136378765106201,2.905250072479248
244,2012,1.9493544101715088,0.598883867263794
245,2012,1.1516013145446777,0.7841602563858032
246,2012,0.9806779026985168,0.7107812762260437
247,2015,-0.06447094678878784,3.050849199295044
248,2016,-0.5405398011207581,2.3908615112304688
249,2016,-0.5405398011207581,2.3908615112304688
250,2015,-0.18077239394187927,3.038156747817993
251,2015,-0.18077239394187927,3.038156747817993
252,2015,0.12653982639312744,3.2545723915100098
253,2015,0.12653982639312744,3.2545723915100098
254,2015,-0.07220709323883057,2.6922993659973145
255,2015,0.12653982639312744,3.2545723915100098
256,2015,0.12653982639312744,3.2545723915100098
257,2015,-0.19038626551628113,2.987422466278076
258,2015,0.12653982639312744,3.2545723915100098
259,2015,-0.19252488017082214,2.942579746246338
260,2012,1.043482780456543,0.7760273218154907
261,2012,1.1269421577453613,0.8106575608253479
262,2016,-0.4666033387184143,2.482224464416504
263,2015,0.0006240010261535645,3.191145420074463
264,2015,-0.06447094678878784,3.050849199295044
265,2015,-0.6280050873756409,3.941370725631714
266,2015,-0.6865580677986145,3.3038628101348877
267,2015,-0.6280050873756409,3.941370725631714
268,2015,-0.6280050873756409,3.941370725631714
269,2015,0.12653982639312744,3.2545723915100098
270,2015,0.12653982639312744,3.2545723915100098
271,2015,0.12653982639312744,3.2545723915100098
272,2015,-0.6280050873756409,3.941370725631714
273,2015,-0.6280050873756409,3.941370725631714
274,2015,-0.15304240584373474,2.8304660320281982
275,2015,-0.15304240584373474,2.8304660320281982
276,2009,2.885838031768799,0.7786175012588501
277,2012,0.9806779026985168,0.7107812762260437
278,2012,1.1269421577453613,0.8106575608253479
279,2016,-0.8392022252082825,3.74273419380188
280,2016,-0.8392022252082825,3.74273419380188
281,2015,-0.15304240584373474,2.8304660320281982
282,2015,-0.23107191920280457,2.159550666809082
283,2015,-0.19038626551628113,2.987422466278076
284,2015,0.12653982639312744,3.2545723915100098
285,2015,-0.6280050873756409,3.941370725631714
286,2015,-0.6280050873756409,3.941370725631714
287,2015,-0.11382636427879333,3.11732816696167
288,2015,0.12653982639312744,3.2545723915100098
289,2015,-0.06447094678878784,3.050849199295044
290,2015,0.12653982639312744,3.2545723915100098
291,2015,-0.19038626551628113,2.987422466278076
292,2015,0.12653982639312744,3.2545723915100098
293,2016,-0.8392022252082825,3.74273419380188
294,2016,-0.8392022252082825,3.74273419380188
295,2015,-0.8230240941047668,3.7851555347442627
296,2015,-0.19252488017082214,2.942579746246338
297,2015,0.04612386226654053,3.1355948448181152
298,2015,-0.19252488017082214,2.942579746246338
299,2015,0.20658499002456665,3.008887767791748
300,2015,-0.15304240584373474,2.8304660320281982
301,2015,0.12653982639312744,3.2545723915100098
302,2015,-0.6280050873756409,3.941370725631714
303,2015,-0.6280050873756409,3.941370725631714
304,2015,-0.04001349210739136,3.2178614139556885
305,2014,0.595872163772583,1.602552056312561
306,2015,-0.06447094678878784,3.050849199295044
307,2016,-0.7867434620857239,3.7489678859710693
308,2016,-0.7154496312141418,3.7894885540008545
309,2015,-0.7818689942359924,3.681190252304077
310,2015,-0.15304240584373474,2.8304660320281982
311,2015,-0.04001349210739136,3.2178614139556885
312,2015,-0.04001349210739136,3.2178614139556885
313,2015,-0.6280050873756409,3.941370725631714
314,2015,-0.6280050873756409,3.941370725631714
315,2015,-0.15304240584373474,2.8304660320281982
316,2015,-0.034863173961639404,2.535339832305908
317,2012,1.7945780754089355,0.4159817695617676
318,2014,0.595872163772583,1.602552056312561
319,2016,-0.49215513467788696,2.350369453430176
320,2016,-0.49215513467788696,2.350369453430176
321,2016,-0.9671309590339661,3.9839916229248047
322,2009,2.599966526031494,0.6583964824676514
323,2014,0.49105149507522583,1.4410585165023804
324,2015,0.12653982639312744,3.2545723915100098
325,2016,-1.579519510269165,4.3459954261779785
326,2015,0.12653982639312744,3.2545723915100098
327,2016,-0.9671309590339661,3.9839916229248047
328,2012,1.1269421577453613,0.8106575608253479
329,2015,0.12653982639312744,3.2545723915100098
330,2016,-0.7181294560432434,3.769688844680786
331,2012,1.1269421577453613,0.8106575608253479
332,2016,-1.5539686679840088,4.477850437164307
333,2015,-0.06447094678878784,3.050849199295044
334,2016,-0.8392022252082825,3.74273419380188
335,2014,0.12653982639312744,3.2545723915100098
336,2015,0.12653982639312744,3.2545723915100098
337,2013,1.1366281509399414,1.8659183979034424
338,2014,0.12653982639312744,3.2545723915100098
339,2015,0.12653982639312744,3.2545723915100098
340,2016,-0.7181294560432434,3.769688844680786
341,2015,0.12653982639312744,3.2545723915100098
342,2016,-1.0695412158966064,3.5793843269348145
343,2015,0.12653982639312744,3.2545723915100098
344,2016,-1.6981074810028076,4.350412845611572
345,2015,0.12653982639312744,3.2545723915100098
346,2015,-0.048237502574920654,3.0879945755004883
347,2014,0.12653982639312744,3.2545723915100098
348,2015,0.12653982639312744,3.2545723915100098
349,2014,-0.04065006971359253,3.2034835815429688
350,2014,0.12653982639312744,3.2545723915100098
351,2014,-0.04065006971359253,3.2034835815429688
352,2014,-0.04065006971359253,3.2034835815429688
353,2014,-0.04065006971359253,3.2034835815429688
354,2014,0.12653982639312744,3.2545723915100098
355,2014,0.12653982639312744,3.2545723915100098
356,2014,-0.019084632396697998,2.8848674297332764
357,2015,-0.06447094678878784,3.050849199295044
358,2014,-0.04065006971359253,3.2034835815429688
359,2015,0.12653982639312744,3.2545723915100098
360,2015,0.12653982639312744,3.2545723915100098
361,2014,-0.06152886152267456,2.9097886085510254
362,2015,0.12653982639312744,3.2545723915100098
363,2015,0.05047166347503662,3.1744747161865234
364,2014,-0.04065006971359253,3.2034835815429688
365,2015,-0.13789233565330505,2.9113311767578125
366,2015,0.5488823056221008,1.2960412502288818
367,2015,-0.14285239577293396,2.7542965412139893
368,2015,0.1433168351650238,2.4828314781188965
369,2014,-0.04065006971359253,3.2034835815429688
370,2015,0.12653982639312744,3.2545723915100098
371,2015,0.12653982639312744,3.2545723915100098
372,2014,-0.04065006971359253,3.2034835815429688
373,2015,0.12653982639312744,3.2545723915100098
374,2015,0.12653982639312744,3.2545723915100098
375,2014,0.004937469959259033,3.089653491973877
376,2015,0.12653982639312744,3.2545723915100098
377,2014,0.12653982639312744,3.2545723915100098
378,2014,-0.04065006971359253,3.2034835815429688
379,2014,-0.04065006971359253,3.2034835815429688
380,2015,-0.06447094678878784,3.050849199295044
381,2015,0.12653982639312744,3.2545723915100098
382,2015,0.12653982639312744,3.2545723915100098
383,2015,0.12653982639312744,3.2545723915100098
384,2015,0.12653982639312744,3.2545723915100098
385,2014,-0.04065006971359253,3.2034835815429688
386,2015,0.12653982639312744,3.2545723915100098
387,2015,-0.048237502574920654,3.0879945755004883
388,2015,0.12653982639312744,3.2545723915100098
389,2015,0.12653982639312744,3.2545723915100098
390,2015,0.12653982639312744,3.2545723915100098
391,2015,0.12653982639312744,3.2545723915100098
392,2015,-0.14395388960838318,2.946251153945923
393,2015,0.12653982639312744,3.2545723915100098
394,2015,0.12653982639312744,3.2545723915100098
395,2015,0.12653982639312744,3.2545723915100098
396,2015,0.13313353061676025,3.2507543563842773
397,2015,-0.06447094678878784,3.050849199295044
398,2015,0.2447195053100586,2.9594461917877197
399,2015,0.12653982639312744,3.2545723915100098
400,2015,0.12653982639312744,3.2545723915100098
401,2015,0.12653982639312744,3.2545723915100098
402,2015,0.12653982639312744,3.2545723915100098
403,2015,0.12653982639312744,3.2545723915100098
404,2015,0.12653982639312744,3.2545723915100098
405,2015,0.12653982639312744,3.2545723915100098
406,2015,0.12653982639312744,3.2545723915100098
407,2015,0.12653982639312744,3.2545723915100098
408,2015,0.12653982639312744,3.2545723915100098
409,2009,2.652987003326416,0.5930665135383606
410,2009,2.652987003326416,0.5930665135383606
411,2015,0.5017502903938293,1.2648552656173706
412,2011,1.752762794494629,0.6847736835479736
413,2011,1.5665969848632812,1.2257145643234253
414,2012,1.8378469944000244,0.8388946652412415
415,2015,0.008586227893829346,2.758268117904663
416,2009,2.885838031768799,0.7786175012588501
417,2013,0.7981465458869934,1.5566478967666626
418,2007,2.702146530151367,0.34618431329727173
419,2012,1.3803322315216064,2.0874149799346924
420,2012,1.2144346237182617,1.9388940334320068
421,2015,0.12653982639312744,3.2545723915100098
422,2007,2.779466152191162,0.5206226110458374
423,2015,0.0018289685249328613,3.041849136352539
424,2009,2.1833622455596924,0.7604074478149414
425,2010,1.619476079940796,0.8590480089187622
426,2012,0.6744896173477173,1.6398415565490723
427,2015,-0.023719489574432373,3.170198440551758
428,2016,-0.35328730940818787,2.6867194175720215
429,2007,2.6676344871520996,0.352150022983551
430,2010,1.339186429977417,0.5441781282424927
431,2010,1.5706658363342285,0.5322197675704956
432,2015,-0.08414900302886963,3.362060546875
433,2013,0.9924903512001038,1.738480567932129
434,2015,0.12653982639312744,3.2545723915100098
435,2013,0.5741026401519775,1.4374618530273438
436,2013,0.8770939707756042,1.604265809059143
437,2015,0.060681700706481934,3.1767616271972656
438,2015,-0.009136378765106201,2.905250072479248
439,2015,0.12653982639312744,3.2545723915100098
440,2015,0.12653982639312744,3.2545723915100098
441,2015,-0.06848013401031494,3.09835147857666
442,2016,0.5924570560455322,1.307348608970642
443,2015,-0.06848013401031494,3.09835147857666
444,2015,-0.06848013401031494,3.09835147857666
445,2016,-0.20580622553825378,2.958904504776001
446,2015,0.12653982639312744,3.2545723915100098
447,2016,-0.20580622553825378,2.958904504776001
448,2016,-0.20580622553825378,2.958904504776001
449,2015,0.12653982639312744,3.2545723915100098
450,2016,0.32467278838157654,1.2189624309539795
451,2016,0.44219714403152466,1.2229751348495483
452,2015,0.024566054344177246,3.1897716522216797
453,2016,0.44219714403152466,1.2229751348495483
454,2016,-0.1427818238735199,3.064781665802002
455,2015,-0.6280050873756409,3.941370725631714
456,2016,0.5924570560455322,1.307348608970642
457,2015,0.12653982639312744,3.2545723915100098
458,2015,0.12653982639312744,3.2545723915100098
459,2015,0.12653982639312744,3.2545723915100098
460,2013,1.1218485832214355,1.8114564418792725
461,2016,-0.2584671676158905,2.9265055656433105
462,2016,-0.2584671676158905,2.9265055656433105
463,2016,-0.20580622553825378,2.958904504776001
464,2016,0.5924570560455322,1.307348608970642
465,2015,-0.04001349210739136,3.2178614139556885
466,2016,0.44219714403152466,1.2229751348495483
467,2016,0.44219714403152466,1.2229751348495483
468,2015,-0.17382535338401794,2.8143835067749023
469,2015,-0.13007411360740662,2.6398708820343018
470,2014,-0.2218765914440155,3.0248730182647705
471,2015,-0.17382535338401794,2.8143835067749023
472,2015,-0.17382535338401794,2.8143835067749023
473,2015,-0.17382535338401794,2.8143835067749023
474,2016,0.44219714403152466,1.2229751348495483
475,2015,0.12653982639312744,3.2545723915100098
476,2015,0.12653982639312744,3.2545723915100098
477,2015,0.12653982639312744,3.2545723915100098
478,2015,0.5471075177192688,1.3597499132156372
479,2015,0.12653982639312744,3.2545723915100098
480,2015,-0.2643694579601288,2.8704898357391357
481,2016,0.44219714403152466,1.2229751348495483
482,2016,0.49534493684768677,1.133000135421753
483,2016,-0.20580622553825378,2.958904504776001
484,2016,0.17827805876731873,1.0079131126403809
485,2016,0.5924570560455322,1.307348608970642
486,2016,0.44219714403152466,1.2229751348495483
487,2016,0.5924570560455322,1.307348608970642
488,2016,0.5924570560455322,1.307348608970642
489,2016,-0.17932471632957458,2.6602652072906494
490,2016,0.44219714403152466,1.2229751348495483
491,2016,0.44219714403152466,1.2229751348495483
492,2016,-0.2926735579967499,2.319993495941162
493,2016,-0.258696049451828,2.8660552501678467
494,2016,0.28977084159851074,1.1220624446868896
495,2016,0.44219714403152466,1.2229751348495483
496,2016,-0.258696049451828,2.8660552501678467
497,2016,0.3541763126850128,1.1877667903900146
498,2016,-0.20580622553825378,2.958904504776001
499,2016,-0.20580622553825378,2.958904504776001
500,2015,-0.5497542023658752,3.3446669578552246
501,2016,0.44219714403152466,1.2229751348495483
502,2016,0.31158798933029175,1.1024185419082642
503,2016,0.44219714403152466,1.2229751348495483
504,2015,-0.24969622492790222,2.8527629375457764
505,2016,0.31601184606552124,1.1546927690505981
506,2016,0.28977084159851074,1.1220624446868896
507,2016,-0.30873534083366394,2.78133225440979
508,2016,0.44219714403152466,1.2229751348495483
509,2016,0.44219714403152466,1.2229751348495483
510,2016,0.34675100445747375,1.0925692319869995
511,2015,-0.6280050873756409,3.941370725631714
512,2015,-0.6280050873756409,3.941370725631714
513,2015,-0.8162768483161926,3.8141868114471436
514,2016,0.3812582492828369,1.0611826181411743
515,2016,0.5924570560455322,1.307348608970642
516,2016,0.2803499698638916,1.1903388500213623
517,2016,-0.6280050873756409,3.941370725631714
518,2016,-0.9483473896980286,3.699977159500122
519,2016,-0.49215513467788696,2.350369453430176
520,2016,-0.49215513467788696,2.350369453430176
521,2016,-0.7327530980110168,3.5080888271331787
522,2016,-0.49215513467788696,2.350369453430176
523,2016,-0.7501733899116516,3.233889579772949
524,2016,-0.6956208348274231,3.8678059577941895
525,2016,-0.7025516629219055,2.571540355682373
526,2012,0.9062575697898865,1.8256304264068604
527,2012,1.6624341011047363,0.8552252054214478
528,2012,1.7864203453063965,0.6143866181373596
529,2012,0.9062575697898865,1.8256304264068604
530,2012,0.6651118397712708,1.5575076341629028
531,2013,1.2688255310058594,2.327425956726074
532,2009,2.885838031768799,0.7786175012588501
533,2012,1.9493544101715088,0.598883867263794
534,2014,0.634772539138794,1.3702038526535034
535,2015,-0.07515203952789307,2.9583065509796143
536,2008,2.850043773651123,0.8289375901222229
537,2011,1.339186429977417,0.5441781282424927
538,2014,0.634772539138794,1.3702038526535034
539,2016,0.7083684802055359,1.592119812965393
540,2010,1.9493544101715088,0.598883867263794
541,2013,0.9818506836891174,1.6830155849456787
542,2014,0.634772539138794,1.3702038526535034
543,2015,0.1542106568813324,3.262845039367676
544,2016,0.7083684802055359,1.592119812965393
545,2008,2.599966526031494,0.6583964824676514
546,2011,1.7245171070098877,0.49843084812164307
547,2013,0.9818506836891174,1.6830155849456787
548,2014,0.634772539138794,1.3702038526535034
549,2015,0.047025084495544434,3.2193403244018555
550,2008,2.6513209342956543,0.6451418995857239
551,2011,1.9493544101715088,0.598883867263794
552,2012,1.4213762283325195,1.0139613151550293
553,2014,0.634772539138794,1.3702038526535034
554,2015,0.0589221715927124,3.1810054779052734
555,2013,0.6481861472129822,1.386631965637207
556,2014,0.634772539138794,1.3702038526535034
557,2015,-0.10959300398826599,3.053391695022583
558,2013,0.9818506836891174,1.6830155849456787
559,2014,0.634772539138794,1.3702038526535034
560,2014,-0.04065006971359253,3.2034835815429688
561,2015,-0.17541036009788513,3.099942445755005
562,2015,-0.17541036009788513,3.099942445755005
563,2014,0.634772539138794,1.3702038526535034
564,2014,0.634772539138794,1.3702038526535034
565,2014,0.634772539138794,1.3702038526535034
566,2013,0.6400330066680908,1.4058901071548462
567,2013,0.9430264830589294,1.5726944208145142
568,2014,0.508923351764679,1.2529608011245728
569,2014,0.0589221715927124,3.1810054779052734
570,2014,-0.10959300398826599,3.053391695022583
571,2014,-0.10959300398826599,3.053391695022583
572,2015,-0.10959300398826599,3.053391695022583
573,2015,-0.10959300398826599,3.053391695022583
574,2015,0.12653982639312744,3.2545723915100098
575,2009,2.445152759552002,0.6797668933868408
576,2011,1.4929635524749756,1.1629366874694824
577,2008,2.206596851348877,0.29425519704818726
578,2008,2.885838031768799,0.7786175012588501
579,2007,2.885838031768799,0.7786175012588501
580,2009,2.545435905456543,0.5272849798202515
581,2008,2.689624309539795,0.37901145219802856
582,2008,1.8543908596038818,0.12280970066785812
583,2008,2.661984920501709,0.7142636179924011
584,2008,2.885838031768799,0.7786175012588501
585,2008,1.9264507293701172,0.15940916538238525
586,2008,2.052454948425293,0.16418468952178955
587,2008,2.1738500595092773,0.21051514148712158
588,2008,2.206596851348877,0.29425519704818726
589,2008,2.885838031768799,0.7786175012588501
590,2008,2.206596851348877,0.29425519704818726
591,2008,1.9895777702331543,0.21153080463409424
592,2008,2.1738500595092773,0.21051514148712158
593,2008,2.206596851348877,0.29425519704818726
594,2009,2.885838031768799,0.7786175012588501
595,2008,2.885838031768799,0.7786175012588501
596,2008,2.206596851348877,0.29425519704818726
597,2008,2.206596851348877,0.29425519704818726
598,2008,2.206596851348877,0.29425519704818726
599,2008,1.68202805519104,0.00651983916759491
600,2008,2.206596851348877,0.29425519704818726
601,2008,2.885838031768799,0.7786175012588501
602,2008,2.6140341758728027,0.2036420702934265
603,2009,2.885838031768799,0.7786175012588501
604,2008,1.9264507293701172,0.15940916538238525
605,2008,1.9264507293701172,0.15940916538238525
606,2008,2.885838031768799,0.7786175012588501
607,2008,2.885838031768799,0.7786175012588501
